BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,BUILDING,FLOOR NUMBER,ROOM NUMBER,VERIFICATION DATE,DUPLICATE BARCODE,ASSET CONDITION - 30 JUNE 2012,ASSET CONDITION - 30 JUNE 2013,RESPONSIBLE PERSON,LEASED,VIN NUMBER,START LAT,START LONG,STREET NAME
00009,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00010,DESK L SHAPE LEFT/RIGHT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0002,,,FAIR,,MAKGOE K H,NO,,,,
00011,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0002,,,FAIR,,MAKGOE K H,NO,,,,
00012,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0002,,,FAIR,,MAKGOE K H,NO,,,,
00013,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0019,,,VERY GOOD,,SENONOHI K D,NO,,,,
00014,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,COLOR MONITOR,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00015,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0020,,,FAIR,,TLHALOGANYO I,NO,,,,
00017,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00018,DESK L SHAPE LEFT/RIGHT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00019,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,SCRAP,,WORKSHOP,NO,,,,
00020,CABINET OPTIPLAN 5 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0002,,,FAIR,,MAKGOE K H,NO,,,,
00021,CHAIR VISITOR ARM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00022,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,VERY GOOD,,SMOUS Y,NO,,,,
00023,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00024,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00025,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,1556,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00026,PEDESTAL 3 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,VERY GOOD,,SMOUS Y,NO,,,,
00027,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00028,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,FAIR,,SMOUS Y,NO,,,,
00029,CABINET OPTIPLAN 5 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00030,PEDESTAL 3 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00031,DESK L SHAPE LEFT/RIGHT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00032,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1010,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,POOR,,WALK IN SAFE,NO,,,,
00033,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00034,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,GOOD,,BOARDROOM LARGE,NO,,,,
00035,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
00036,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00037,CHAIR HIGH BACK SWIVEL TILT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00038,COMPUTER LAPTOP,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,VERY GOOD,,MAGODONGO G,NO,,,,
00039,DESK DOUBLE PEDESTAL WITH LEATHER INSERT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0006,,,FAIR,,MAJOLA NE,NO,,,,
00040,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,VERY GOOD,,MOTHUSIMANG S,NO,,,,
00041,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1010,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,POOR,,TLHALOGANYO E,NO,,,,
00042,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00043,CABINET OPTIPLAN 5 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0014,,,FAIR,,MOLEBATSI A M,NO,,,,
00044,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,5E,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00045,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0006,,,FAIR,,MAJOLA NE,NO,,,,
00046,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,VERY GOOD,,VACANT,NO,,,,
00047,CUPBOARD STATIONERY STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00048,DESK WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00049,DESK SINGLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00050,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,401,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00051,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,S-17,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00052,CHAIR TYPIST,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,VERY GOOD,,SEREI D,NO,,,,
00053,COMPUTER LAPTOP,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00054,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1010,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00055,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00056,COMPUTER HUB SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,VERY GOOD,,SEREI D,NO,,,,
00057,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,DESKJET 5652,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,FAIR,,SEREI D,NO,,,,
00058,CHAIR TYPIST,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00059,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,CORE 2,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00060,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1010,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,GOOD,,MOHANYAHANYA A N,NO,,,,
00061,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,1556,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,GOOD,,BOARDROOM LARGE,NO,,,,
00062,CABINET OPTIPLAN 5 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,FAIR,,PASSAGE ADMIN BLOCK,NO,,,,
00063,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,VERY GOOD,,SMOUS Y,NO,,,,
00064,DESK WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,VERY GOOD,,MOHANYAHANYA A N,NO,,,,
00065,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00066,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,RECTRON,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,PURIFICATION PLANT,,,R0049,,,POOR,,PURIFICATION PLANT,NO,,,,
00067,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PARTNER,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00068,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0026,,,GOOD,,ZALISA L,NO,,,,
00069,PEDESTAL 3 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00070,DESK L SHAPE LEFT/RIGHT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00071,PEDESTAL 3 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00072,CHAIR TYPIST,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00073,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00074,DESK WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00075,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1022,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00076,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,VERY GOOD,,ELECTRICAL STORE,NO,,,,
00077,CHAIR MID BACK SWIVEL TILT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,FAIR,,TLHALOGANYO E,NO,,,,
00078,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,GOOD,,MUNICIPAL CHAMBERS,NO,,,,
00079,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,FAIR,,BOARDROOM LARGE,NO,,,,
00080,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,FAIR,,BOARDROOM LARGE,NO,,,,
00081,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,FAIR,,MOHANYAHANYA A N,NO,,,,
00082,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00083,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00084,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00085,TABLE CONFERENCE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,FAIR,,BOARDROOM LARGE,NO,,,,
00086,URN,,OTHER ASSETS,MACHINERY AND EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0016,,,FAIR,,KITCHEN,NO,,,,
00087,TABLE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,FAIR,,PASSAGE ADMIN BLOCK,NO,,,,
00088,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,FAIR,,BOARDROOM LARGE,NO,,,,
00089,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00090,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,VERY GOOD,,PASSAGE ADMIN BLOCK,NO,,,,
00091,TROLLEY FILE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,VERY GOOD,,PASSAGE ADMIN BLOCK,NO,,,,
00092,TABLE TELEPHONE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,FAIR,,PASSAGE ADMIN BLOCK,NO,,,,
00093,TROLLEY FILE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,VERY GOOD,,PASSAGE ADMIN BLOCK,NO,,,,
00094,MACHINE PHOTOCOPIER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,VERY GOOD,,PASSAGE ADMIN BLOCK,NO,,,,
00095,CABINET FILING UNIT HIGH DENSITY ZIPPLE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ARCHIVES,,,R0021,,,GOOD,,ARCHIVES,NO,,,,
00096,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00097,CHAIR STEEL STACKABLE UPHOLSTERED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0029,,,FAIR,,STRYDOM / VAN DER MERWE,NO,,,,
00098,FAN DESK,,OTHER ASSETS,MACHINERY AND EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,VERY GOOD,,MOHANYAHANYA A N,NO,,,,
00099,CABINET FILING STEEL 2 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,GOOD,,WALK IN SAFE,NO,,,,
00100,CABINET OPTIPLAN 5 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,GOOD,,WALK IN SAFE,NO,,,,
00101,BOOKSHELF SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0001,,,GOOD,,SEGANO K,NO,,,,
00102,MACHINE POLISHER FLOOR,,OTHER ASSETS,MACHINERY AND EQUIPMENT,ND 180,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0016,,,GOOD,,KITCHEN,NO,,,,
00103,COUNTER RECEPTION,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0001,,,FAIR,,SEGANO K,NO,,,,
00104,STOOL BAR,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0001,,,FAIR,,SEGANO K,NO,,,,
00105,CHAIR WOOD UPHOLSTERED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0026,,,GOOD,,ZALISA L,NO,,,,
00106,CUPBOARD WOOD 1 DOOR,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0001,,,GOOD,,SEGANO K,NO,,,,
00107,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0001,,,GOOD,,SEGANO K,NO,,,,
00108,CHAIR MID BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00109,CHAIR MID BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00110,CHAIR MID BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00111,CHAIR MID BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00112,CHAIR MID BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00113,TABLE ROUND,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00114,DESK EXECUTIVE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00115,CHAIR HIGH BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00116,BOOKCASE WITH GLASS AND/OR WOODEN DOORS,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00117,STAND COMPUTER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
00118,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VM5EENDAS12,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00119,COMPUTER MONITOR FLAT SCREEN,,OTHER ASSETS,COMPUTER EQUIPMENT,F1513,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,FAIR,,MATHOBELA H,NO,,,,
00120,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,GOOD,,CASH HALL WARRENVALE,NO,,,,
00121,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,DESKJET 5662,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,FAIR,,MATHOBELA H,NO,,,,
00122,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00123,COMPUTER SERVER,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,VERY GOOD,,MATHOBELA H,NO,,,,
00124,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,POWERCOM,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,VERY GOOD,,ELECTRICAL STORE,NO,,,,
00125,COMPUTER SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,24PORT,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00126,COMPUTER ROUTER,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,VERY GOOD,,MATHOBELA H,NO,,,,
00127,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0013,,,GOOD,,MATHOBELA H,NO,,,,
