BARCODE,"ASSET DESCRIPTION","SERIAL NO",CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,"FLOOR NUMBER","ROOM TYPE","VERIFICATION DATE",OWNERSHIP,"DUPLICATE BARCODE","ASSET CONDITION",OWNER,LEASED,"VIN NUMBER","DATE OF VERIFICATION","SUPPLIER NAME","GAMAP FUNDING","GFS FUNDING",QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,"FROM NODE","TO NODE","NODE LAYER","START LAT","START LONG","END LAT","END LONG",GIS_ID,"STAND NUMBER","STREET NAME","LAND RENTED (Y/N)","LAND OR IMPROVEMENTS","LAND MATCHED","ERF NUMBER",PORTION,EXTENSION,"TITLE DEED NUMBER","SURVEY GENERAL REFERANCE NO","LAND SIZE","VOTE NUMBER","ORDER NUMBER","ORDER DATE","INVOICE NUMBER","INVOICE DATE","CHEQUE NUMBER","WAS ASSET BROUGHT IN ON A DRC",,"UPDATE STATUS","CREATE TIME","UPDATE TIME","PREV CONDITION","PREV CATEGORY 1","PREV CATEGORY 2","PREV CATEGORY 3","PREV CATEGORY 4","PREV TOWN","PREV STREET","PREV BUILDING","PREV FLOOR","PREV ROOM"
A01285,"CHAIR FOLDING",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR FOLDING",WOODEN,,YES,"TRAFFIC SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"TRAFFIC ",N/A,A04709,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N. GROVE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",FAIR,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR FOLDING",WOODEN,BOSHOF,"VOORTREKKER STREET","TRAFFIC ",N/A,A04709
A00447,"CHAIR FOLDING",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR FOLDING",STEEL,,YES,"TRAFFIC SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"TRAFFIC ",N/A,A04709,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N. GROVE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR FOLDING",STEEL,BOSHOF,"VOORTREKKER STREET","TRAFFIC ",N/A,A04709
A01221,"FILE CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","STEEL FOUR DRAWER",,YES,"TRAFFIC SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"TRAFFIC ",N/A,A04709,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N. GROVE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","STEEL FOUR DRAWER",BOSHOF,"VOORTREKKER STREET","TRAFFIC ",N/A,A04709
A00312,CABINET,,"OTHER ASSETS","FURNITURE & FITTNGS",CABINET,WOODEN,,YES,"TRAFFIC SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"TRAFFIC ",N/A,A04709,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N. GROVE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,1.47X1.89M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS",CABINET,WOODEN,BOSHOF,"VOORTREKKER STREET","TRAFFIC ",N/A,A04709
A00311,CABINET,,"OTHER ASSETS","FURNITURE & FITTNGS",CABINET,"THREE DOOR",,YES,"TRAFFIC SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"TRAFFIC ",N/A,A04709,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N. GROVE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",POOR,"OTHER ASSETS","FURNITURE & FITTNGS",CABINET,"THREE DOOR",BOSHOF,"VOORTREKKER STREET","TRAFFIC ",N/A,A04709
A00208,"CHAIR MIDBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK",MATERIAL,,YES,"PMU TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK",MATERIAL,BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A01215,AIRCONDITIONER,C28108100126,"OTHER ASSETS","OFFICE EQUIPMENT",AIRCONDITIONER,"CARRIER 42QC028708",,YES,"PMU TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",AIRCONDITIONER,"CARRIER 42QC028708",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A04719,"NETWORK CABINET",,"OTHER ASSETS","COMPUTER EQUIPMENT","NETWORK CABINET",STEEL/GLASS,,YES,"PMU TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT","NETWORK CABINET",STEEL/GLASS,BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A04720,"SWITCH 16-PORT",,"OTHER ASSETS","COMPUTER EQUIPMENT","SWITCH 16-PORT","FIBRENET CAT6",,YES,"PMU TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT","SWITCH 16-PORT","FIBRENET CAT6",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A03071,DESK,,"OTHER ASSETS","FURNITURE & FITTNGS",DESK,"WOODEN THREE DRAWER",,YES,"PMU TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.8X1.2M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS",DESK,"WOODEN THREE DRAWER",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A04438,"CHAIR MIDBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK",MATERIAL,,YES,"PMU TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK",MATERIAL,BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A00194,"CHAIR MIDBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK","PLASTIC GREY ",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",BROKEN,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK","PLASTIC GREY ",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A00136,"CHAIR MIDBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK","PLASTIC GREY ",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",FAIR,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK","PLASTIC GREY ",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A00138,"CHAIR MIDBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK","PLASTIC MAROON",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",FAIR,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK","PLASTIC MAROON",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A00551,"SHELVES ",,"OTHER ASSETS","FURNITURE & FITTNGS","SHELVES ",STEEL,,YES,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 2",N/A,R0020,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","SHELVES ",STEEL,BOSHOF,"VOORTREKKER STREET","STOREROOM 2",N/A,R0020
A00104,MONITOR,7031NYD0Z498,"OTHER ASSETS","COMPUTER EQUIPMENT",MONITOR,"LG 710S",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 2",N/A,R0020,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",POOR,"OTHER ASSETS","COMPUTER EQUIPMENT",MONITOR,"LG 710S",BOSHOF,"VOORTREKKER STREET","STOREROOM 2",N/A,R0020
A00029,MONITOR,CNC5500D1N,"OTHER ASSETS","COMPUTER EQUIPMENT",MONITOR,HP,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 2",N/A,R0020,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",POOR,"OTHER ASSETS","COMPUTER EQUIPMENT",MONITOR,HP,BOSHOF,"VOORTREKKER STREET","STOREROOM 2",N/A,R0020
A02828,PRINTER,CNCJ400237,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,HP,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 2",N/A,R0020,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",POOR,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,HP,BOSHOF,"VOORTREKKER STREET","STOREROOM 2",N/A,R0020
A00110,PRINTER,C9050A,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,HP,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 2",N/A,R0020,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",POOR,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,HP,BOSHOF,"VOORTREKKER STREET","STOREROOM 2",N/A,R0020
A02808,"SHELVES ",,"OTHER ASSETS","FURNITURE & FITTNGS","SHELVES ",WOODEN,,YES,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 2",N/A,R0020,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",POOR,"OTHER ASSETS","FURNITURE & FITTNGS",SHELVES,WOODEN,BOSHOF,"VOORTREKKER STREET","STOREROOM 2",N/A,R0020
A00051,UPS,220716,"OTHER ASSETS","COMPUTER EQUIPMENT",UPS,APG,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",FAIR,"OTHER ASSETS","COMPUTER EQUIPMENT",UPS,APG,BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A00118,CPU,026080047746,"OTHER ASSETS","COMPUTER EQUIPMENT",CPU,"SEPRON AMD",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",BROKEN,"OTHER ASSETS","COMPUTER EQUIPMENT",CPU,"SEPRON AMD",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A02826,PRINTER,P025100009,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"CITOH C-410",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",BROKEN,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"CITOH C-410",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A02801,PRINTER,0339376,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"SEIKOSHA SP-2004A1",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",BROKEN,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"SEIKOSHA SP-2004A1",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A00045,PRINTER,CLCY200419,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON LX-300+",,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",BROKEN,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON LX-300+",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A01296,"SHELVES ",,"OTHER ASSETS","FURNITURE & FITTNGS","SHELVES ",WOODEN,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",BROKEN,"OTHER ASSETS","FURNITURE & FITTNGS",SHELVES,WOODEN,BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A01210,"CHAIR MIDBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK",LEATHER,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",BROKEN,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR MIDBACK",LEATHER,BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A01275,"BED SINGLE",,"OTHER ASSETS","FURNITURE & FITTNGS","BED SINGLE",STEEL,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",FAIR,"OTHER ASSETS","FURNITURE & FITTNGS","BED SINGLE",STEEL,BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A00103,LAWNMOWER,,"OTHER ASSETS","PLANT & MACHINERY",LAWNMOWER,"YAMAHA MT-110",,YES,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:26","2013-06-15 19:28:26",GOOD,"OTHER ASSETS","PLANT & MACHINERY",LAWNMOWER,"YAMAHA MT-110",BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
